사용자,평점,댓글 내용,감정
JeongpilChae,4,"이 영화에 대한 코멘트를 쓰기는 쉽지 않았다.
하지만 크게 세 가지 포인트로 생각해봤다.

1. 소리감응폭탄
그냥 영화제목이나, 소재로서의 참신함 정도의 의미만 있었다. 폭탄이 그냥 터지는 것과, 소리에 반응해서 빨라지는 게 큰 의미나 차이를 갖지 못했기 때문이다.
의미부여를 해보자면,
이종석이 김래원에게 ""누군가를 살리기 위해 노력을 해라!"" 라는 의미로 그 폭탄을 썼다고 추론해봤으나,,, 김래원은 ""살리기 위해"" 괴로운 선택을 했다... 그래서 이 폭탄에 숨은 의미가 있는지를 잘 모르겠다.

2. 서바이벌 게임 형식
이게 이 영화의 메인 테마이고 관객들의 머리를 아프게 하는 부분이다. 한정된 자원과, 사람의 목숨이 걸린 윤리의 문제인데.. 너무 극한의 절망적인 상황이라 답을 모르겠다. 내가 만약 방출 통보를 받으면? 반면 게임의 생존자들도 나중에 정신병 걸리는 설정에 공감도 됐다.

3. 천안함 사건을 연상케 함.
이건 민감한 부분이지만, 천안함 사건은 깔끔하게 끝나지 않았다. 백신을 99%가 맞는 선동 쉬운 국민이라서, 천안함에 대해 의구심만 가져도 종북 빨갱이로 치부당했던 우리나라다. 하지만 시간이 많이 흐르고 2018년에는 KBS도 천안함에 다시 의문을 제기하는 다큐를 만들었다.
나도 실제로 쪼개진 채 전시된 천안함을 직접 구경한 적 있지만, 어뢰때문에 스크루가 저렇게 휠 수 있나? 하면서 자세히 보니까, 급하게 날 쫓아내던 해군 대위가 아직도 기억난다. 뭐 숨길 게 많은가보지? 하지만 시간이 많이 흐르면 다 드러나게 마련이다~ 하면서 지나갔다.
이 영화는 스토리 전개가 나와 같은 생각을 기반으로 쓰여졌다. 맨처음에 실제와 상관없다고는 썼지만~ 그건 그냥 피고소 예방용 인 거고, 기본적으로 천안함 침몰에 대해 의구심이 있는 사람의 대본이다. 그리고 그 의구심을 이렇게 영화로 표현하는 것은 정말 큰 용기가 필요했을 것이다. 아마 이런 의문을 제기했다고, 또 이악물고 달려드는 사람들이 많겠지만~ ""영화는 허구이며 우연입니다""로 빠져나갈 수 있다ㅋㅋㅋ
얼마전 리멤버라는 영화가 친일파 문제에 대한 경종을 울렸다면, 이 영화도 천안함 사건에 아직 미스테리가 많다는 것을 은연 중에 주장하고 있는 것이다.
뭐 앞으로도 20년 정도 흐르거나~ 관계자들이 세상을 뜨면 더 자세한 정보가 나올 거라고 본다.
(나는 정치에는 관심없고 진실에만 관심 있음. 천안함이든 세월호든 은폐된 부분이 너무 많다.)

---------

이종석은 굉장히 치밀하고 오랫동안 준비했는데, 그게 결국 아무 피해를 못끼치고 복수도 못한 결과가 됐다. 이게 영화라서 주인공인 김래원을 살리기 위해 그렇게 된거지, 현실이었으면 일가족 몰살로 끔찍한 복수가 이루어졌을 수도....영화씬의 기계적인 해피엔딩에는 신물이 난다. 계획적이고 광범위한 테러를 한두사람이 무슨 수로 막냐ㅋㅋㅋㅋㅋㅋ

그리고 영화 마지막에 김래원이 왜 경례를 받는지 모르겠다. 김래원이 받을 게 아니라, 김래원도 뒤로 돌아서 희생한 전우들에게 경례를 해야 옳게된 거지.... 그게 당연한 건데 상당히 실망이다. 다음엔 나한테 시나리오 검수 받길ㅋㅋㅋ",긍정
WatchaPedia,0.5,이걸 대본으로 보았을땐 분명 괜찮았겠지 ? 그래서 찍은거겠지 ?…,부정
SmithLim,4,"분명 촬영기술이나 CG는 아쉬운 부분이 있지만...
소재나 스토리는 별로 깔 부분이 없다!",긍정
동균,2.5,"데
시벨",중립
TennisGong,0.5,"개연성이 너무 없어서 헛웃음만 나온다
중간중간 흐름 깨는 유머 장면까지
새로운 장르의 등장인가",부정
성아,3,디코이,긍정
시무룩,,폭팔 막기 전에 영화제작을 막았더라면..,알 수 없음
폴키킴,5,박종철 촬영감독,긍정
카블리,,이거 언제 나옴요... 박뱅 봐야한다구 ༼;´༎ຶ۝༎ຶ༽,알 수 없음
WatchaPolarbear,2,"두 신선한 소재를 왜 섞을까, 마치 초콜릿과 참기름같이",부정
박스오피스 셔틀,1.5,"관객 수 :  901,426명

총 제작비 128억, 손익분기점 210만 명.

코로나 이후 성공 시키기 더욱 어려워진 제작비 100억 이상 한국 영화들.",부정
jkhg,5,"킬링타임용으로 재밌게 봄
근데 차은우 분량머임?? 한 5분은 나오나? 깨알분량이 아쉬웠지만 존재감은 최고였음 연기파 배우님들 사이에서 차은우가 젤 인상깊었음  영화 시작부터 얼빡으로 놀래키더니 마지막에 해군들 마지막 인사할때 눈물흘리면서 동료 일으키는데 연기가 너무 좋아서 또 한번 놀람 차은우는 호흡이 긴 드라마보다 영화가 더 잘어울리는듯",긍정
파란안경,2,따로 따로 보면 괜찮은 소재인데 아쉬운맛의 짬뽕이 돼버렸다.,부정
Kyuzinz,1,함량미달의 설정 오류의 가득함 속에 던져진 급발진 캐릭터들,부정
여욱,2,"눈만 아픈 점프컷의 남발, 불필요한 유머들에 영화의 리듬을 형성하려는 노력조차 안 느껴진다.",부정
임우진,1.5,'데시벨'을 제목이라 우기고 있다.,부정
유태,0.5,"데시벨에 반응하는 폭탄이라고 했지만
엄청 떠드는 거 같은 건 내 기분 탓인가",부정
🎠Liz Cinema🎠,1.5,"도대체 왜 데시벨이야?
'더테러라이브'나 '다이하드'를 기대했더니
조잡한 테러신파가족술래잡기어쩌고 영화가...
소리를 갖고 참신한 문제해결 과정을 보여주거나,
차라리 쏘우나 오징어게임 마냥 반반 확률을 이용해 주인공에게 선택을 강요하는 방향성이었으면 모를까,
대체 뭐하자는 건지 알 수도 없는 전개...
품위있는 그녀 이후로 정상훈의 연기가 생각외로 좋다는 생각을 하였고 이 영화에서도 그렇지만 대체 왜 저렇게까지 붙어있는지 알 수 없는 설정에,
흐지부지한 엔딩까지...🤦‍♀️
p.s. 역시 이종석 출연작의 저주인가..?",부정
러브무비,2,좋은 소재를 갖고도 잘 활요하지 못한 영화의 예시.,부정
이주현,2,일정하고 곧게 짜인 빨간 목도리와 정반대의 특성을 띄는 본편,부정
Limousine,3,"부족한 설명에 계속 갸우뚱해지는 고개

스피디한 전개에 시원하게 터뜨리고 액션하는 때깔은 나쁘지 않다만 각 장면이 대체 왜 이렇게 흘러가는지 아리송해질 때가 많다. 주고받는 전개 대신 꼭 범인의 의도대로 움직이는 꼭두각시놀이를 해야 했을까? 그리고 의외로 이종석보다 김래원 연기가 좀... 제발 이런 무거운 영화에 억지로 웃기는 캐릭터 넣지 말자. 근데 국정원은 왜 나온 거임?

영화 제목이랑 카피는 원래 별로 신경 안 쓰는 편이라 불편하진 않았다.

트롤리 딜레마를 표현하는 후반 함내 신파는 생각보다 잘 만들었다고 생각

근데 그거 빼면 곱씹을수록 이해 안 되는 장면이 많다...

차라리 폭탄에 의미 부여를 안하고 서사에 집중했다면 더 좋지 않았을까",긍정
부푼가슴,2,하… 이런영화 고함지르고 싶다. 제발~,부정
yuz,2,똥,부정
psh,2.5,"1시간 50분동안 멈추지 않는 숨막히는 긴박함
피로하고 진부한 이면이 존재한다...",중립
조슈아,3,"100 데시벨을 넘기면 터진다는 것을 전면에 내세운 후, 진짜 하고 싶은 이야기는 뒤로 몰아 넣었다. 폭탄과 잠수함 각각은 그럭저럭 나쁘지 않은데, 서로 잘 합쳐진 것 같지는 않았다.",긍정
J1,0.5,남은 건 이종석 이민기 차은우의 얼굴 뿐,부정
마태오,2,도대체 이런 소재의 영화를 왜 이렇게 만드는 건지......,부정
빠나나차차,1,"함량 0.0004% 도 이름달고 나오는 판이니
제목은 참아도 다른건 참기 힘들다.",부정
종진,1,설정을 만들어 놓고 쓰지를 않는다.,부정
오마이코넬,2,김슬기의 데시벨이 너무 거슬린다,부정
maree,2,데시벨이라고 이름을 짓기엔 너무 겉핥기 아닌가.,부정
김윤혁,2,스포일러가 포함되어 내용을 생략했습니다.,부정
토종,2,".....
상상하는 그영화에
잘생긴 배우가 나와요",부정
프라이데이,1.5,잘못 지은 제목 하나가 영화를 이렇게 망친다,부정
Mr Robot,2,소재는 괜찮은데 접근법이 최악,부정
Dr. CS M Yoon,2.5,"연출된 발암 상황들만 졸라게 많다.
하라는건 안하고
말하라는건 꾹 다물고
히어로 컴플렉스 주인공.

그나저나 캐스팅은 뭔 snl 크루들이 이래 많냥

제목이 승조원이나 잠수함이런게 아니라 데시벨이라 좀더 관심을 끄는 효과는 있었다. 그치만 데시벨이라고 제목을 정하기엔 소리크기가 작품 전반에 미치는 영향이 너무 적다. 그냥 기폭장치 그 이상 그 이하도 아니네.. 난또 뭐 잠수함 소나랑 기폭장치랑 이런 의미가 연결된줄...

제목을 그냥 잠수함이라 지었어도 괜찮았을듯..
이런 좋은 소재를 이렇게밖에 못 만드는걸까.

가뜩이나 우리나라군에 대한 인식과 정치권에 대한 인식이 나락인데 미디어도 계속 그런식으로 재생산하는거 같아서 너무 슬프다. 미국이라고 늘 save to the last하는게 아닐건데 미디어는 계속해서 좋고 희망에 찬 소재를 생산해낸다. 그것은 자연스럽게 조국 충성과 군인 존경을 만들어내고 무슨일이 있어도 군은 우릴 구해줄거라는 믿음으로 직결하게 만든다. 우리도 사실과 다를지라도 이제 좀 희망찬 스토리좀 만들면 좋겠다. 악순환의 고리를 끊자.
저기서 아무리 20일 지나서 발견했다지만 군과 정치권이 포기하지 않고 구하는 모습을 보였다면 오히려 이영화는 판타지 얘길 들을 지언정 시청률은 더 올라갔을거라 생각한다. 지금은 20년전과는 다르다. 정보가 넘쳐나기 때문에 영화를 희망차게 만든다고 속아 넘어가는 사람은 없다. 이런 픽션은 더더욱이 재미있으려고 보지 마음 불편하고 분노하려고 보는건 아닐것이다.

김래원은 역시나 잘생겼고 피지컬 오진다",중립
망고맛마카롱,2,스포일러가 포함되어 내용을 생략했습니다.,부정
진해필,1.5,차은우 분량을 30분 더 늘렸다면 5점짜리 영화가 됐을 것.,부정
잠꿀박사,2.5,복수가 과하다,중립
네모로 배우는 세상,2.5,영화의 소재는 참신한데 내용은 참 답답하다.,중립
첨자,1,이 자본과 배우와 시간을 써가면서 어떻게 이런 영화를 만들 수가 있음...? 차라리 잠수함에서의 생존일기를 집중적으로 다루든지 테러를 메인으로 잡든지... 테러 사유는 부여해야겠고 실제 사건에서 차용한 아이디어는 쓰고싶어 죽겠고 그래서 남이 투자한 돈을 낭비한 걸로밖에 안 보인다 극장에서 안 봐서 다행이다,부정
똥꽁빡뜨리스,2.5,"진정한 지도자는 영우.
부장은 그저 비겁하고 이기적인 착한척만 하는 인간. 당위성을 부여하려고 사실이라고 보여준 모습에서 오히려 어이가 가출하는 상황 발생. 나중에 사과하는 모습에서 더 어이없음. 죄송하다고 하면 끝나는 거야?

오대오 기자는 이타적인 사람. 그 순간에 그 아이를 끌어안는 모습에… 너무 비교됐다.

응? 하게 만드는 신파. 저기요, 그런 사람이 중령이라고요? ….",중립
참치네🐳,2.5,"응? 이렇게 끝난다고?
소리를 이용한 폭탄은 웃음을 유발하기 위한 도구일 뿐인가?
배우들의 호연에도 불구하고… 초반에 들인 힘에 비해 빌런의 허무한 종결과 중반부터 무뎌지는 조악한 전개는 아쉬울 따름이다.",중립
솔직한 코멘트 봇,0.5,"제목이 데시벨인 영화가 음향에 신경은 하나도 안 쓰고, 소리로 긴장감을 조성하려는 노력조차 없다. (애초에 영화 제목이 왜 데시벨인건데? 아무 의미 없는 제목, 도대체 범인이 왜! 소리에 반응하는 폭탄을 설치한건데 대체 왜? ) 앞뒤로 말이 하나도 맞는 구석이 없고, 캐릭터 빌드업도 엉성한데다 위험한 주제의식까지 담고 있는게 충격적... 중간중간 개그신이랍시고 나오는 씬들은 22년에 나온 영화가 맞는지 의심될 정도..
차은우가 나올때만 재밌는데 거의 공기같은 분량...",부정
서정우,0.5,"액션과 유머의 엇박자, 제목 및 홍보와 전혀 다르게 흘러가는 언행불일치, 허술한 각본까지. 이 영화의 유일한 개연성이자 성공한 부분은 이종석과 차은우가 형제로 나오는 설정만이 그나마 유일하게 의도나마 짐작이 된다. 나머지는 도무지 이유를 알 수 없는 전개와 캐스팅.",부정
빨간마누라,1.5,"연출력이 최악이다..
소재는 좋았는데  이정도밖에 못만들다니..
시나리오가 아깝다.",부정
안효진,2,스포일러가 포함되어 내용을 생략했습니다.,부정
MJ,3.5,차은우의 등장. 김래원의 재탕. 이종석의 낭비.,긍정
김지노,2,이런 영화 그만 좀 양산되었으면...,부정
천근민근,1,기름져,부정
세리,0.5,"울지 말고 똑바로 말해봐
울다가 폭탄 터지면 어쩌려고",부정
비밀임다,3,스토리가 빈약,긍정
영화따라 여행가기,1,데시벨은 제목 뿐.,부정
LostStarB612,2,온갖 흥행 요소들을 끌어모아도 조화롭지 못하면 관객들을 설득시킬 수 없다.,부정
Jay Park,2,도저히 오글거려 소리를 낼수가 없다,부정
Kyle,4,유령보다 훨씬 나은데 별점이 낮네,긍정
pipaksea,2,이 영화의 찐 제목 제비뽑기,부정
잔인한詩,3.5,"훈련을 마치고 귀항하던 잠수함 한라함에
아군의 유실된 어뢰가 접근하고
부함장 강도영은 힘겹게 상선 충돌을 피하면서 위기를 모면한다

허나 상선과 마찰이 있던 함정은 기동이 불가하고
승조원들은 구조되기까지 산소 부족에 처한다
부함장은 승조원 반을 살리는 쪽으로 가닥을 잡고
제비뽑기로 죽을 인원은 함미로
살 인원은 함수로 이동시킨다

이 과정에서 대위 전태성은 동생 하사 전태령을 살리기 위해
자신이 뽑은 생명줄 긴 줄을 바꾸려고 하지만
부함장은 이를 거부하고 반란을 하려는 전태성을 직무해제 및 감금시킨다
대위 황영우는 긴 실을 뽑으라는데도 도영을 살리기, 아니
산소 부족이 올 경우 다시 실을 뽑는 사태를 막기 위해서라도 짧은 실을 뽑는다

1년 후 전태성은 일정 데시벨 초과시 제한 시간이 팍팍 줄어드는 폭탄을 곳곳에 심고
부함장이 사람들을 구하게끔 조종한다

축구장부터 기자 왕대오가 동행하고 도영을 돕는다
***
소재와 전개가 어데선가 본 듯한 느낌을 주기는 하지만
한국적 정서로 잘 풀어냈다",긍정
이은경,1.5,컨셉이 조용해진 후론 볼게 없다,부정
고연,3,잘생겨따~,긍정
새뽀,1,차은우 이종석 얼굴에 대한 예의로 1점… 제외한 모든 건 최악,부정
구아바볶음밥,3.5,나오는 사람들이 다 잘생겼음,긍정
메리,3,"감성이 엄청 풍부해질 때 본건지

ㅠㅠ보면서 4번이나 울음
생각보다 재밌음ㅠ 나쁜 이종석의 삶도 나름 이해는 가지만 그래도 그러면 안되지..
가족을 지키려는 마음들이 너무 슬픔
정상훈 깨알같이 유머연기 잘해서 중간중간 웃음도😖

그나저나 차은우 존잘🥰",긍정
오창혁,2,감독은 잠수함 속 이야기가 찍고 싶었던 거겠지.,부정
이종민,0.5,감독은 남자가 정복을 입으면 볼거리가 된다는 페티쉬가 있다,부정
Hai!,0.5,시한폭탄의 남은 시간이 줄어가는데도 이렇게 안 쫄릴 수가,부정
