사용자,평점,댓글 내용,감정
세렝세렝2,3,"주인공은 괜찮은데 애가 영화 분위기를 망친 것 같다
제목과 다르게 느린 느낌이 나고 시원한 맛이 없다",긍정
7교시,3,이렇게까지 할 일인가 싶다.,긍정
Mr. Simple,3.5,"박소담의 매력은 퀵배송으로 왔는데
이 영화의 매력은 안전배송으로 온다",긍정
이동하,2.5,왜???ㅠ,중립
영화감독 지망생,2,")2022-10-02
드라이브(2011)의 과도한 차용,
개연성의 궤도에서 탈출하다.",부정
WonSoul,2.5,이도저도 아닌 스토리 전개로 소재의 매력을 떨어뜨려 아쉽다.,중립
당몽지,2.5,비슷한 영화는 이전에 너무 많았다.,중립
윤태영,2.5,드라이버에서 액션히어로로 각성하는 영화,중립
강민수,3.5,일자 드라이버 사용설명서 확장판,긍정
Eiff,2,연출 의도는 <베이비 드라이버>였을지 모르지만 이건 그냥 베이비...,부정
-용-,2,숨막히진 않았던 한국의 신선한 카체이싱,부정
성인,3.5,카체이싱만큼은 우리나라에서 최고이지 않을까 싶다.,긍정
텅빈영화관,2,"(3-4)
카체이싱 액션 영화라는 포장지 속에 담겨져있던 건 박소담의 육아 일기.

범죄 액션 오락 영화라 홍보한 것 치고는 카체이싱 액션은 초반부와 중반부에 하나씩 나온 게 끝이며 심지어 이마저도 다른 액션 영화에서 봤던 익숙함이 느껴진다.

그렇다면 액션을 제외한 스토리는 괜찮은가? 박소담이 왜 그렇게까지 아이를 지키려고 하는가부터 설명이 잘 안된시점에서 몰입하기 들었다

그래도 박소담이 캐릭터를 정말 매력적으로 연기했으니 박소담 팬들은 재밌게 볼 수 있는 영화.",부정
李亨燮,2,그냥 베이비 드라이버 보세요.,부정
로터스,4,레옹 짭이면 어때? 남자였으면 식상했겠지. 박소담이라 의미 있다. 아쉬운 것은 염혜란 배우의 활용. 이 캐릭터를 좀 더 잘 활용했다면 더 재밌는 영화가 됐을듯.,긍정
JinHo Ryu,2,아저씨의 아류작 여자 버전,부정
서쪽구름,2.5,소담 누님 본 걸로 만족할 거야!!,중립
movie_kims,2.5,카 체이싱과 OST는 좋은데.... 뭔가 아쉬움이 있다,중립
정종우,2,답답하게 전개해야 겨우겨우 해결되는 한국영화 시나리오,부정
Abagnale,2,어디서 본 것만 같은 설정만 한가득.,부정
정윤혁,3.5,"와우....소담 멋져.. 아역배우도 잘하네
새벽이 악역 괜찮았음.",긍정
신준혁,1.5,배송 오류,부정
스테민,3.5,"기대안하고 봤는데 재밌는데?
자동차 추격씬을 시간모르게 봐서 그런건지 몰라도 오히려 비중이 약한 느낌.
막바지에 이르러 걸크러쉬 박소담 액션연기는 볼만은 했지만 너무 잘 싸워서 비현실적 느낌이들어 이질감이 좀 들었다.
어눌한 말투의 송새벽은 ㅋㅋㅋㅋ 의외로 능청스러운 악역 잘 어울림.
극한직업의 오정세와 또다른 매력의 악역이랄까.",긍정
Hy,3,"220615
박소담 비쥬얼 보는 재미",긍정
좌니주,1.5,"별 한 개는 온전히 박소담 배우의 몫임니다.
빚진 영화가 너무 많아서 파산해버린 영화의 경우...",부정
신선우,2.5,가벼운 마음으로 보는 와중에도 떠오르는 영화만 몇 편인지…,중립
정한진,3,어으... 어색어색,긍정
김도윤 (ddoy00n),2.5,"“박소담에 의한, 박소담을 위한 영화”

박소담이라는 인물의 매력을 극대화한 영화이다. 영화 보는 내내 박소담이라는 배우의 매력에 빠져들게 되며 시원한 액션을 느낄 수 있다.

단, 박소담이라는 인물을 제외하면 그렇게까지 기억에 남는 부분이 존재하지 않는 아쉬움이 존재한다.

관람 포맷 : 일반관 (1회 관람)",중립
아이스민트,2.5,카체이싱에 BGM이 얼마나 중요한지 반대로 실감. '북한' 키워드 하나로 주인공의 액션 능력을 설득시키려는 건 관객 기만이 아닐까?,중립
릴오벨,3,"송새벽 목소리 같은데 아닌가?
맞어 송새벽
와우 악역도 자연스럽네
내용보다는 눈이 즐거웠어요",긍정
미래이야기,3,"박소담 배우 염혜란 배우님 있어서 좋았던
박소담 배우 운전씬 개 멋있음",긍정
위뱅,3,"영화시작하고첫10분은몰입엄청해서봤음.
박소담카체싱은나쁘지않음!!운전잘한드아!!
반도에서좀비피해도망가는차량신보다마이업그레이됨.
근데분명히긴장감과긴박김이느껴져야되는데
후반부로갈수록조금많이떨어짐,,
십여년전에원빈아저씨가새롬이를구하러갔다면
2022년엔박소담아줌마가남자아이를구하는내용?
제시카선생님이다송이를구한가가맞는건가?😬",긍정
최광호,2,초반부터 쓸데없이 부산스럽게 운전하더니 끄트머리에 가서 갑자기 최종병기 그녀가 되어버리네,부정
변석영,2.5,"그냥, 박소담이 좋고, 송새벽 특유의 연기 스타일이 좋았다.",중립
지극히주관적인,2.5,박소담 때문에 그냥 쭉 봤다,중립
lucky,2,"중간 중간 너무 많이 빠진 것 같은 느낌...
아...이래서 특송인가?",부정
김세희,2.5,액션씬 대박,중립
TV보꼬,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
황대영,3,박소담하고는 어울리지 않지만 킬링타임용,긍정
마리모,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
학의나래,2.5,베이비 드라이브를 기대했다면 아저씨를 보게 될 것이다..,중립
소니기,2.5,운전하고 싶어지는 영화,중립
Sanghyun Lim,2,"쫓기는 아이가 차에 타는 순간,
머리 속에서 자동으로 나열되는 일련의 클리셰가 그대로 전시된다.",부정
시현,2.5,정은하씨 남자친구 있어요?,중립
모리,4,스포일러가 포함되어 내용을 생략했습니다.,긍정
마당발,1.5,"어린배우를 데리고
이런 영화를 찍다니...

19금이 아닌 15금ㅎㅎ

폭력이 난무할 세상
얼마남지 않았다~~~",부정
개구리개,2,스포일러가 포함되어 내용을 생략했습니다.,부정
베로니니,0.5,"3개의 영화를 그대로 베끼다.
이상해서 찾아보니 여럿 장면을 베겼다.
레옹, 베이비 드라이버, 드라이브, 트렌스 포터를
교묘히 합친 영화라니.",부정
Teddy T.B,3,"수려한 카체이싱에 좋아하는 배우 박소담, 적재적소의 액션까지 맘편히 암생각 안하구 보는 영화로 베스트!

- 220311 (14), 서울 중구",긍정
LP,2.5,"창의적인 카체이싱, 오작동하는 내비게이션.",중립
Sang-Won Lee,2,P가 만든게 틀림없다. 차 슝슝~ 경찰 삐뽀삐뽀! 쫑 빵빵! 예쁜애 울기!,부정
정명우,2,특송의 뜻을 모르냐,부정
nitead,2.5,"액션씬이랑 카레이싱보자고 스토리는 날려먹었다 아니 애초에 박소담 캐릭터는 스토리에 충실하기 위해 설정맞춰 끼워넣은 느낌이랄까?
그냥 액션씬이랑 카레이싱만 편집해서  넣어도 영화 봤다고 말하기에 충분!!!!!",중립
박용훈,2.5,송새벽의 악역 필모를 써 내려가는 영화.,중립
김석봉,2.5,"클리셰 범벅이다. 하지만 남성들의 전유물이던 클리셰를
여자배우가 했다는것에 충분한 의미가 있는 영화",중립
come3557,2.5,"주인공을 여성으로 바꿔 그나마 새로운 시도처럼 보이려 했지만, 근본적인 이야기의 한계도 있고, 주인공의 감정선도 연기도 따라가지지 않는다.",중립
이지현,2.5,장르파괴괴,중립
bogo,3.5,"속도감 ok 리듬감 ok
아저씨 아니고 '아줌마'
""뭐지 이 10🕊끼는?""
와씨 드라이버 액션

중반은 서사깔기
초반, 후반 볼만함
드라마나 2편으로 세계관 확장해도 재밌을듯",긍정
박정현,3.5,카체이싱에만 충실해도 명작반열에 오를만한 카액션,긍정
knuckle,3,다른 영화가 생각나는 장면 들이 많았다 시간때우기용으로는 나쁘지 않았음,긍정
love n piss,2.5,"이런 카체이싱 장르물에서 클리셰를 없애는거야 불가능한데, 클리셰가 문제라는 사람들은 클리셰 없는 카체이싱 장르물 두어개쯤 먼저 열거할 능력은 되나 스스로 생각해보자. 아니면 클리셰니 뭐니 헛소리 짓거리지 말고, 카체이싱이란 장르물을 안 좋아한다고 말하면 된다.
ㅡ
다른 분위기를 연출하려 노력한 애가 보인다. 홍콩을 떠올리게 하는 장면들이 있었고, 나름 한국식 스타일을 만들어 내려 노력한 것 같은데, 차라리 코믹스러운 부분을 없앴으면 어땠을까 하는 아쉬움.",중립
박규원,5,2022년 최고의 영화...액션 연기 사운드 3합이 지림 남이 운전하는 걸 보는 게 이렇게 재밌을 줄은 몰랐음 장은하 캐릭터가 너무너무 매력적임 영화관에서 보는 걸 강추합니다,긍정
김웅기,2,시작 카체이싱만 좋았다. 아역은 정말 보기힘들었다.,부정
김필종,1,"송새벽의 황정민 흉내내기~
근데 그거 빼곤 볼게 없네~",부정
허준호,3.5,한국영화에서 여배우로서 보기드물게 자연스럽고 깔끔한 액션연기와 카체이싱을 보여준 소담 아줌마(?)에게 박수.,긍정
장현천,2,"""특송""이라는 제목으로 자동차 추격씬이 주를 이룰 것으로 기대했지만, 후반으로 갈수록 자동차보다 사람이 몸으로 때우는 씬이 많은 안타까운 영화",부정
sunny7,3,이 영화에서 송새벽의 악당 연기는 레옹의 악당 연기 만큼 인상적이다,긍정
youngtae,1.5,스토리가 좀 부족하다.,부정
𝐩𝐢𝐜𝐧𝐢𝐜𝐤𝐞𝐫,2,"여성과 아이의 버디 영화를 보고 싶다면
1980, 존 카사베츠 감독의 <글로리아> 추천
액션이나 오락적인 요소는 없지만 케미만 보자면
<미쓰백>이 서사도 캐릭도 연기도 나은 듯

리드미컬한 카 체이싱 액션 영화를 보고 싶다면
2017, 에드가 라이트 감독의 <베이비 드라이버> 추천
한국 영화 중에선 <발신제한>도 괜찮긴 했지만
음악과 카 체이싱이라면 역시 <베이비 드라이버>

볶음밥이든 비빔밥이든 맛은 있어야....
심지어 볶음밥에도 새우볶음밥, 김치볶음밥이 있거늘

장은하 캐릭터 설정 중 ㅌㅂ 생존자인 이유 궁금
국정원 끼워 해결하고 싶어서? 🤦🏻
은하가 운전만 잘 하는 줄 알았더만
맨몸액션, 지략, 총기사용 등 그 능력치가
너무 다양하고 높은 수준임에 갑작스러워서 깜짝 놀람

아역배우의 연기로만 별점 준 영화도 많았는데, 음....

영화 제작하느라 고생했다는 이야기를 듣고싶었다면
너무너무 고생하신 건 인정
고생하셨습니다 🙋🏻
아, 박소담 배우님 건강 하세요 🙋🏻

쓰고보니 길어졌네?
<글로리아>, <레옹>, <아저씨>를 애정하는 1ㅅ으로
아쉬워서 그런가

➕여성 주인공 삼아 자꾸 망작 만들면 안되는데....",부정
김태호,3,조금 아쉽긴 합니다. 그냥 재밌으려다만 느낌.,긍정
윤창식,1.5,박소담의 개인 포트폴리오 딱 거기까지.,부정
교주와신도들,1.5,갈수록 퇴보하는 한국영화의 표본,부정
bvcx,4,마지막 박소담의 액션씬만으로도 가슴이 뚫린다,긍정
성창현,2,애가 나오는 순간 영화는 뻔해진다,부정
강정호,3.5,"레옹과 아저씨의 조합.
게리올드만을 흉내낸 김새벽…
클리쎄 가득한 킬링타임용.",긍정
제레미테시오,3,소담이는 아이랑 케미가 맞지만 제시카 센세이가 더 잘 어울림.,긍정
frida,4,"시원한 카레이싱 굳, 박소담 액션 굳!
(송새벽님은 이런 힘 뺀듯하면서 강렬한 역할 너무 잘 어울리는것같아요.)",긍정
오초라구,3.5,"네이버시리즈온 소장 구매 11900원
꺼억 초반부 몰입도는 좋아서 기대를 했는데
갈수록 개연성도 떨어지고 아쉬운 게 많았음
그러나 도마도 중독",긍정
다크나이트,2,"이야기를 위해 프로인척, 악랄한척, 아이인척,척만하다 끝나버린 인물들. '분노의 질주'와 넷플릭스 액션에 익숙한 이들에게 뒤늦게 오배달 된 특송.",부정
lowfunk,3,너무 기대를 안해서 그런가 생각보단 킬링타임으로 재밌었음. 음악 선곡은 문제가 많네요. 배송물이 좀 어른으로 해서 갔으면 좋았겠는 아쉬움이 있네요.,긍정
Moony,0.5,"역시 이나라의 쓰레기 중 하나. 너무나 많은 장면과 요소를 짜집기해서 만든 영화라 평가를 못하겠다. 안나, 베이비드라이버, 이니셜디, ff 등 짬뽕에 우리나라 갬성 한스푼....",부정
나이스매니아,3.5,"좋은배우들에게 90년대2000년대초
감성을 주는 옛날영화를 갖다붙인 느낌이다.
그냥 아무생각없이 보기엔 좋은영화이다.
최근들어 이런 킬링타임용 영화는 오랜만이다.
주인공만 운전을 매우잘함 ..
나머지들은 초보운전 살짝지난운전실력.
아쉽다 박소담 송새벽 아까운 배우들인데...",긍정
Youngwoo Kim,2,"일단 감독은 ‘베이비드라이버’를 재밌게 봤나부다.

레옹의 게리 올드만 배우에게도 영감을 받았고 말이지.

그리고 원빈과 김새론 씨에게 감사해야할 각본

카체이싱 씬들을 낮장면이 들어갔으면 더 나을 뻔 했고,

연출과 연기는 문제가 없다. 이야기가 문제다.

그리고 이건 속편이 안 나올 것이다.",부정
조땡,0.5,징징대는거 짜증나네,부정
홍사장,2.5,매년 쏟아져 나오는 별 다를 거 없는 기성품처럼,중립
GREGORY,3.5,스토리는 상투적이나 소담과 새벽의 연기가 열일했다.,긍정
말이안통하네뜨,3,카 체이싱도 음악 선곡도 꽤 괜찮았음.,긍정
SJ,4,스포일러가 포함되어 내용을 생략했습니다.,긍정
No Mad,2,"왜 이렇게 맥락도 없이
소모적이고 상투적인 영화들이
끊임없이 만들어지는 걸까?

2022.02.04.030",부정
애고래,0.5,"""아줌마, 사는 건 원래 이렇게 힘들어요?""에서 더 이상 봐 줄 수 없다.

트랜스포터와 베이비 드라이브를 보고 드라마 모범택시에서 연습한 후 만든 배달의 민족표 망작.

박소담은 기생충의 미술선생 발성과 말투를 이제 그만 해야 할 때다.

수지킴 사건의 국정원이 빨갱이가 아닌 형사가 살인범인 것을 뒤에 알고 분노하면서 잡으러 간다고?",부정
